SCENARIO;BRANCHE;SS_BRANCHE;BAT_TYPE;PERIODE_DETAIL;PERIODE_SIMPLE;ENERGIE;BESOIN;SURFACE_CHAUFFEE;ETABLISSEMENTS;COUT_PLAN_MIN;COUT_PLAN_MAX;COUT_FEN_MIN;COUT_FEN_MAX;COUT_MUR_MIN;COUT_MUR_MAX;COUT_TOIT_MIN;COUT_TOIT_MAX
Modeste bati;Habitat Communautaire;Service à la personne;Résidentiel;Av 1980;Av 1980;Urbain;27621254,211855;299614,270931424;2054390,7595296;0;0;0;0;0;0;0;0
Modeste bati;Bureaux Administration;Administration;plateau large bureaux cloisonnés;Av 1980;Av 1980;Urbain;111498247,694118;2162850,06543908;1269426,98288083;5502953,84840228;7337271,7978697;0;0;45388706,3332785;63544188,8665899;11005907,6968045;12840225,6462719
Modeste bati;Bureaux Administration;Bureaux;plateau mince;Av 1980;Av 1980;Electricité;97133892,5958542;1991595,91687121;1590619,36134735;5018051,57417473;6690735,43223297;0;0;57451260,9073723;80431765,2703213;10036103,1483494;11708787,0064077
Maximal;Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;1981-1998;1981-1998;Fioul;3711941,91042406;101900;73958,5;3566500;4585500;29530620;35950320;3900732;4255344;12228000;13247000
Modeste bati;Commerce;Grand commerce alimentaire;Supermarché;1999-2008;1999-2008;Urbain;3098744,78548929;46248,8976704;28965,4909827085;0;0;0;0;0;0;4162400,790336;4624889,76704
BBC renovation;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);1961-1980;Av 1980;Autres;2796246,24349861;370877,424183221;399486,736218648;5531617,22499702;7112079,28928189;16204021,7102448;19804915,4236325;7921966,16945303;10802681,1401632;11063234,449994;12643696,5142789
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Av 1980;Av 1980;Urbain;1749093,79594136;162679,472222222;118245,170138888;0;0;93865490,5921568;114271032,025234;16564498,4058211;0;3253589,44444444;3660288,12499999
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Av 1980;Av 1980;Fioul;1798810,43307797;55404,4987735341;99817,2907878647;0;0;13681833,1668908;17102291,4586135;2868337,07284491;4589339,31655186;554044,987735341;692556,234669176
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Av 1980;Av 1980;Fioul;3291287,88137215;30868;17737,51;0;0;0;0;0;0;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;1999-2008;1999-2008;Urbain;432138,825605854;5016,6534090909;2876,2560227273;50166,534090909;62708,1676136363;629379,752889872;786724,69111234;0;0;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);avant 1960;Av 1980;Electricité;1473523,50822954;318465,136257484;192649,920051315;4413560,54358587;5674577,84175327;23963127,7084709;30920164,7851237;7730041,19628093;9894452,73123959;10088138,3853391;11349155,6835065
Maximal;Transport;Transport routier;nr;1999-2008;1999-2008;Urbain;1828205,94155665;10705,2189928456;39647,6709845684;0;0;0;0;0;0;0;0
Modeste bati;Transport;Transport autre;nr;Av 1980;Av 1980;Gaz;10949018,40129;65298,0968097124;74321,0642388167;0;0;0;0;0;0;0;0
Maximal;Transport;Transport urbain;nr;Av 1980;Av 1980;Fioul;134566704,363609;600507,698977062;1239349,51640888;0;0;0;0;0;0;0;0
Modeste bati;Transport;Transport aérien;nr;1999-2008;1999-2008;Fioul;2805154,40584601;16356,5976065233;16901,9327628327;0;0;0;0;0;0;0;0
Modeste bati;Transport;Service;nr;1981-1998;1981-1998;Urbain;937586,827437686;5365,5686538837;6976,7157579063;0;0;0;0;0;0;0;0
BBC renovation;Sport Loisir Culture;Sport;Salle non spécialisée;1999-2008;1999-2008;Electricité;11399320,4940721;617243,115;734557,019616;0;0;13887970,0875;19443158,1225;58051714,96575;79161429,49875;43207018,05;49379449,2
Modeste bati;Sport Loisir Culture;Sport;Vestiaire et rangement;Av 1980;Av 1980;Urbain;11504652,6234775;128648,255;654744,805;0;0;0;0;15621573,8177529;21870203,344854;7718895,3;9005377,85
Modeste bati;Sport Loisir Culture;Sport;Piscine;Av 1980;Av 1980;Electricité;5178957,63110495;185948,945;143496,0982895;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Culture;Immeuble péri urbain;Av 1980;Av 1980;Electricité;11466588,2448384;328815,787637233;312927,192388396;0;0;25253052,4905395;37879578,7358092;9469894,68395232;13257852,5575332;1145238,70689307;1717858,06033961
BBC renovation;Sport Loisir Culture;Loisir;Grand bar café tabac;Av 1980;Av 1980;Gaz;1592959,71319294;140775;166685,375;6334875;7742625;18054393,75;21855318,75;950231,25;1520370;0;0
Maximal;Sport Loisir Culture;Culture;Grand cinéma;1981-1998;1981-1998;Autres;147850,90928888;23299,9543006965;17573,6378744297;135916,400087396;174749,657255223;3858472,43219534;4697270,78702042;861166,310953743;939454,157404084;465999,08601393;504832,343181758
Maximal;Commerce;Commerce de gros;Grand commerce de gros;1999-2008;1999-2008;Autres;1644012,357162;96757,425;65991,4788987305;3386509,875;4354084,125;3829578,28740284;4662095,30640346;3607197,43873527;3935124,47862029;11610891;12578465,25
BBC renovation;Enseignement Recherche;Enseignement primaire;Préélémentaire;2000-2007;1999-2008;Urbain;1060163,32221809;74145,8593749022;90385,3621427554;0;0;4151077,75452302;5073539,47775036;2367651,75356482;3228616,02758839;2060888,57399513;2355301,22742301
Modeste bati;Sport Loisir Culture;Culture;Grande salle de spectacle;1981-1998;1981-1998;Urbain;5437947,82703634;133874,042589;92907,9352994;0;0;0;0;0;0;6024331,916505;6693702,12945
Modeste bati;Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;1999-2008;1999-2008;Fioul;18618235,7874422;279265,075166666;161570,192944063;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Internat LEGT;1981-1999;1981-1998;Fioul;349219,362029408;19001,8616238864;22660,3373425463;0;0;837199,670308514;1023244,04148818;409297,614505069;558133,11068873;443376,771224016;506716,309970304
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Av 1980;Av 1980;Gaz;638965,215401661;8736;5197,92;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine élémentaire;2000-2007;1999-2008;Urbain;5563345,90795267;63715,7244656309;129948,475178782;0;0;5100256,34597074;6233646,64507535;2493458,65803014;3400170,89731383;4460100,71259416;5097257,95725047
BBC renovation;Commerce;Entrepôt;Entrepôt;1999-2008;1999-2008;Electricité;3846673,25;122400;63327;0;0;387599,96124;469199,95308;2441880;2698920;13464000;14688000
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;1999-2008;1999-2008;Gaz;631438,232312854;66775;39882,625;3004875;3672625;8563893,75;10366818,75;450731,25;721170;0;0
Modeste bati;Santé Action Sociale;Hôpital;Hopital maison;1979-1999;1981-1998;Electricité;197675512,065105;1982477,96659438;978273,593017859;0;0;0;0;0;0;0;0
Maximal;Bureaux Administration;Bureaux;immeuble résidentiel;1981-1998;1981-1998;Fioul;38109863,5151969;316260,759810394;437994,194882421;0;0;0;0;0;0;0;0
BBC renovation;Commerce;Petit commerce alimentaire;Petit boulangerie;1981-1998;1981-1998;Electricité;7731427,42398978;227714,999999999;124941,876742916;10247174,9999999;12524324,9999999;45969965,6249999;55647853,1249999;426965,624999999;683144,999999999;0;0
Modeste bati;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;1989-1999;1981-1998;Gaz;129041369,150993;2490438,75847232;5468232,40782223;0;0;141147299,176844;176434123,971055;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;1981-1998;1981-1998;Gaz;10875943,5113917;129792,844441854;89573,9379061207;0;0;0;0;0;0;0;0
Maximal;Commerce;Commerce de détail non alimentaire;Petit brico;1981-1998;1981-1998;Autres;1310093,43924069;156762,443867053;110236,501135588;7054309,97401742;8621934,41268796;38308822,2200113;46636827,0504485;352715,498700871;529073,248051307;0;0
Maximal;Commerce;Commerce de gros;Petit commerce de gros;Av 1980;Av 1980;Urbain;14525995,1391104;1027370,05028793;13574828,3500819;35957951,7600776;46231652,262957;35444266,7349337;43149542,1120932;34279913,9736038;37396269,7893859;123284406,034552;133558106,537431
Maximal;Commerce;Commerce de détail non alimentaire;Petit librairie;Av 1980;Av 1980;Gaz;16418816,3963783;1439472,42472286;3304274,3726899;64776259,1125288;79170983,3597575;351771073,791649;428243046,355052;3238812,95562644;4858219,43343966;0;0
Maximal;Commerce;Petit commerce alimentaire;Petit librairie;Av 1980;Av 1980;Electricité;1107855,56681157;175402,199999999;177807,600558188;7893098,99999999;9647120,99999999;42863912,6249999;52182154,4999999;394654,949999999;591982,424999999;0;0
Modeste bati;Commerce;Commerce de détail non alimentaire;Petit librairie;1999-2008;1999-2008;Gaz;21777480,3617357;588928,054985868;516749,487715656;23557122,1994347;29446402,7492934;118889851,100272;143919293,437171;0;0;0;0
BBC renovation;Commerce;Petit commerce alimentaire;Petit poissonnerie;1999-2008;1999-2008;Urbain;1291876,36810267;22376,1999999999;22815,3978880869;1006928,99999999;1230690,99999999;4517195,37499999;5468183,87499999;41955,3749999999;67128,5999999999;0;0
Modeste bati;Commerce;Petit commerce alimentaire;Petit poissonnerie;Av 1980;Av 1980;Fioul;23749255,0517966;283164,299999999;383735,121320521;11326571,9999999;14158214,9999999;57163793,0624999;69198275,8124999;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Av 1980;Av 1980;Autres;287900,180015779;10295;21825,875;463275;566225;1833796,875;2219859,375;96515,625;154425;0;0
Maximal;Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;1999-2008;1999-2008;Fioul;3884899,48107407;156885;94787,575;7059825;8628675;33828328,125;41182312,5;1764956,25;2647434,375;0;0
Modeste bati;Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;1981-1998;1981-1998;Fioul;15598229,044255;101900;73958,5;0;0;0;0;0;0;9171000;10190000
BBC renovation;Enseignement Recherche;Enseignement primaire;Préélémentaire;1981-1999;1981-1998;Urbain;2540063,53981308;199867,409863708;332780,031028923;0;0;11189635,752205;13676221,4749173;6382236,68096628;8703050,01949948;5143003,4936899;5877718,27850275
Modeste bati;Enseignement Recherche;Enseignement secondaire;Cantine collége;avant 1960;Av 1980;Fioul;5229901,22709034;22612,8896455129;22612,8896455129;0;0;1407851,90413432;1877135,87217909;625711,957393031;875996,740350244;1356773,37873077;1582902,2751859
Modeste bati;Commerce;Grand commerce alimentaire;Superette;1981-1998;1981-1998;Autres;420610,223800814;17849,9127877;13155,9452833013;713996,511508;892495,639385;4804601,51970344;5816096,57648311;0;0;0;0
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;école;2000-2007;1999-2008;Electricité;2600031,60340098;290693,314370537;190044,607534988;5087133,00148441;6540599,5733371;37350512,5781915;51356954,7950133;11672035,1806848;14940205,0312766;11627732,5748215;13081199,1466742
Maximal;Santé Action Sociale;Garderie;Garderie;2000-2007;1999-2008;Urbain;796425,414545649;65864,7773492872;149305,411542519;753533,367001356;753533,367001356;6025464,79856094;8285014,09802129;2196784,04114201;2811883,57266177;1339614,87466907;1507066,73400271
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;1981-1998;1981-1998;Urbain;5055920,64756604;37604,8874893681;22167,608056174;0;0;0;0;0;0;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;1999-2008;1999-2008;Gaz;14927809,6334525;152094,842839829;100834,937633489;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement secondaire;Internat LP;avant 1960;Av 1980;Urbain;51712,7109874566;2565,6548739716;2565,6548739716;29932,6401963349;38484,8231095734;106759,750325794;131879,691578922;55263,8704746596;75359,8233745358;59865,2803926698;68417,4633059084
Maximal;Transport;Transport routier;nr;1999-2008;1999-2008;Electricité;3890402,53385769;68867,0512503356;95598,5160585566;0;0;0;0;0;0;0;0
Maximal;Sport Loisir Culture;Loisir;Salle non spécialisée;1999-2008;1999-2008;Fioul;2188931,64662237;108874,09;108045,913;0;0;3919467,24;5389267,455;11635918,36875;14893975,512;8709927,2;9798668,1
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Av 1980;Av 1980;Urbain;5075439,52088966;50789,856623413;48420,8172263505;507898,56623413;634873,207792662;6371998,3830313;7964997,97878912;0;0;0;0
Maximal;Enseignement Recherche;Enseignement primaire;Elémentaire;avant 1960;Av 1980;Urbain;487392,809364879;59058,1518232005;62938,0176262413;786473,122185602;1011179,72852434;5694334,90212081;7347528,90596234;2143029,26177826;2743077,45507617;674119,81901623;898826,425354974
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;1999-2008;1999-2008;Urbain;394844,329853089;7080,9789061272;5249,0006749522;0;0;1226845,15968642;1431319,3529675;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement primaire;Préélémentaire;1981-1999;1981-1998;Autres;4422127,4902339;87029,6339945518;92735,5898387076;0;0;0;0;0;0;0;0
BBC renovation;Transport;Transport urbain;nr;1999-2008;1999-2008;Gaz;9703244,61010488;66787,4582855114;66787,4582855114;0;0;0;0;0;0;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);2000-2007;1999-2008;Fioul;1809053,68796963;296119,009582234;296119,009582234;4290725,92892852;5516647,6229081;23000441,8816821;31625607,5873129;7187638,08802567;9200176,75267285;9807373,55183663;11033295,2458162
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;1999-2008;1999-2008;Gaz;115689,747837543;7329,0625;4360,7921875;0;0;1171578,49985737;1366841,58316693;321546,544993181;393001,332769443;146581,25;164903,90625
BBC renovation;Habitat Communautaire;Résidence universitaire;Résidence universitaire;1961-1980;Av 1980;Urbain;426888,457921321;31797,7236588777;60154,5530864493;278230,082015179;357724,391162374;2027427,15477262;2477966,52249987;1156384,37833252;1576887,78863525;556460,164030359;635954,473177554
Maximal;Sport Loisir Culture;Culture;Grande salle de spectacle;Av 1980;Av 1980;Fioul;1543972,37680183;334801,833157;241397,10801044;5859032,0802475;7533041,2460325;18192294,6091684;22147141,2633355;9860750,99105654;10757182,8993344;20088109,98942;21762119,155205
BBC renovation;Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;1961-1980;Av 1980;Fioul;716,6078380377;115;115;2012,5;2587,5;8797,5;10752,5;4301;5865;4025;4600
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Av 1980;Av 1980;Urbain;4413562,58165967;82012,4110575704;130126,254775271;0;0;14209409,5850405;16577644,5158806;0;0;0;0
BBC renovation;Sport Loisir Culture;Culture;nr;Av 1980;Av 1980;Non chauffé;0;0;0;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine élémentaire;1961-1980;Av 1980;Autres;1377055,25066278;14462,2007274239;21086,6569323144;0;0;1157656,63272862;1414913,66222387;565965,464889548;771771,088485747;1012354,05091967;1156976,05819391
BBC renovation;Habitat Communautaire;Foyer;Foyers;2000-2007;1999-2008;Fioul;28157133,8567175;1325994,1648182;1863018,93288129;14839272,4363971;19079064,561082;83099365,8529866;103874207,316233;0;0;0;0
Maximal;Commerce;Grand commerce alimentaire;Grand alimentaire;1981-1998;1981-1998;Electricité;399104,98674623;30582,534822;9550,5010045276;407767,13096;611650,69644;5481919,37601826;7309225,83469101;368009,835283632;460012,294104541;152912,67411;254854,45685
Modeste bati;Commerce;Process;Grand process;1999-2008;1999-2008;Electricité;31058013,7366093;525277,769580003;203278,828448485;0;0;41847129,0465773;62770693,5698659;5530737,17607454;7110947,79781012;1750925,89860001;3501851,79720002
BBC renovation;Commerce;Process;Grand process;1999-2008;1999-2008;Electricité;16259322,7302471;525277,769580003;203278,828448485;0;0;41847129,0465773;62770693,5698659;6320842,48694233;7901053,10867792;2626388,84790001;4377314,74650002
Maximal;Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Av 1980;Av 1980;Gaz;111341731,71267;4075899,99999999;35028167,2499999;163035999,999999;244553999,999999;506226779,999999;674969039,999999;26411831,9999999;33014789,9999999;0;0
Modeste bati;Bureaux Administration;Bureaux;immeuble rénové;Av 1980;Av 1980;Urbain;63615175,447157;2244536,03848724;36445761,9539071;16611795,7239886;22149060,9653182;80803297,3855406;121204946,07831;18854102,7232928;24240989,2156621;22149060,9653182;27686326,2066478
Modeste bati;Bureaux Administration;Bureaux;immeuble rénové;1981-1998;1981-1998;Autres;8073493,40365208;240508,323204838;177521,319308184;0;0;8658299,63537418;12987449,4530612;2020269,91492064;2597489,89061225;610226,265027863;1220452,53005572
BBC renovation;Bureaux Administration;Bureaux;immeuble résidentiel;Av 1980;Av 1980;Autres;34155399,7663757;261767,211913169;450301,876006551;0;0;0;0;0;0;0;0
Modeste bati;Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;1989-1999;1981-1998;Autres;1675368,37209203;37183,3333333333;35446,8833333333;0;0;2330260,19441333;2912825,24301666;0;0;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Av 1980;Av 1980;Electricité;27638388,8817868;306555,995055932;253408,595928893;3065559,95055932;3831949,93819915;38459929,4951442;48074911,8689303;0;0;0;0
